Source,SourcePath,SourcePort,SourcePortKind,SourcePortIndex,Destination,DestinationPath,DestinationPort,DestinationPortKind,DestinationPortIndex,Origin
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/Trigonometric
Function",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,inport,1,pc
"u4","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/u4",0,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,1,pc
"Gain3","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/Gain3",0,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,2,pc
"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,outport,1,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,1,pc
"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",0,outport,1,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",1,outport,2,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,2,pc
"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,outport,1,"W","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W",-1,inport,1,pc
"u4","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/u4",-1,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,1,pc
"Mux2","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",0,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/sin(thr),cos(thr)",-1,inport,1,pc
"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",0,outport,1,"W","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin(thr),cos(thr)1/W",-1,inport,1,pc
"Multiport
Switch","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/Multiport
Switch",0,outport,1,"sin,cos","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/sin,cos",-1,inport,1,pc
"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/Multiport
Switch1",0,outport,1,"W","untitled1/Asynchronous Machine
SI Units2/Electrical model/sin,cos/W",-1,inport,1,pc
"Machine
Measurements","untitled1/Asynchronous Machine
SI Units2/Electrical model/Machine
Measurements",0,outport,1,"unit
conversion","untitled1/Asynchronous Machine
SI Units2/Electrical model/unit
conversion",-1,inport,1,pc
"unit
conversion","untitled1/Asynchronous Machine
SI Units2/Electrical model/unit
conversion",-1,outport,1,"m","untitled1/Asynchronous Machine
SI Units2/Electrical model/m",-1,inport,1,pc
"Gain Vr_Vs1","untitled1/Asynchronous Machine
SI Units2/Electrical model/Gain Vr_Vs1",0,outport,1,"i","untitled1/Asynchronous Machine
SI Units2/Electrical model/i",-1,inport,1,pc
"Ground","untitled1/Asynchronous Machine
SI Units2/Electrical model/Ground",0,outport,1,"-","untitled1/Asynchronous Machine
SI Units2/Electrical model/-",-1,inport,1,pc
"unit
conversion","untitled1/Asynchronous Machine
SI Units2/Electrical model/unit
conversion",0,outport,1,"m","untitled1/Asynchronous Machine
SI Units2/Electrical model/m",-1,inport,1,pc
"Asynchronous Machine
State-space model","untitled1/Asynchronous Machine
SI Units2/Electrical model/Asynchronous Machine
State-space model",1,outport,2,"Te","untitled1/Asynchronous Machine
SI Units2/Electrical model/Te",-1,inport,1,pc
"From","untitled1/Asynchronous Machine
SI Units2/From",-1,outport,1,"Electrical model","untitled1/Asynchronous Machine
SI Units2/Electrical model",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units2/Electrical model",0,outport,1,"Goto","untitled1/Asynchronous Machine
SI Units2/Goto",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units2/Electrical model",1,outport,2,"GotoDSS","untitled1/Asynchronous Machine
SI Units2/GotoDSS",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units2/Electrical model",2,outport,4,"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements",-1,inport,1,pc
"Mechanical model","untitled1/Asynchronous Machine
SI Units2/Mechanical model",1,inport,2,"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements",-1,inport,2,pc
"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements",-1,outport,1,"m","untitled1/Asynchronous Machine
SI Units2/m",-1,inport,1,pc
"electric","untitled1/Asynchronous Machine
SI Units2/Measurements/electric",-1,outport,1,"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",-1,inport,1,pc
"mechanic","untitled1/Asynchronous Machine
SI Units2/Measurements/mechanic",-1,outport,1,"Demux1","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux1",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",0,outport,1,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",1,outport,2,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,2,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",2,outport,3,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,3,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",3,outport,4,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,4,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",4,outport,5,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,5,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",5,outport,6,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,6,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",6,outport,7,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,7,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",7,outport,8,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,8,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",8,outport,9,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,9,pc
"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,1,pc
"Demux1","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux1",0,outport,1,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator3",-1,inport,1,pc
"Demux1","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux1",1,outport,2,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator3",-1,inport,2,pc
"Demux1","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux1",2,outport,3,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator3",-1,inport,3,pc
"Bus
Creator3","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator3",-1,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,4,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",9,outport,10,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",10,outport,11,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,2,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",11,outport,12,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,3,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",12,outport,13,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,4,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",13,outport,14,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,5,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",14,outport,15,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,6,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",15,outport,16,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,7,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",16,outport,17,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,8,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",17,outport,18,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,9,pc
"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,2,pc
"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",0,inport,9,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,1,pc
"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",0,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,2,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",18,outport,15,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,3,pc
"Bus
Creator3","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator3",0,outport,1,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,4,pc
"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,outport,1,"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements/Measurements",-1,inport,1,pc
"electric","untitled1/Asynchronous Machine
SI Units2/Measurements/electric",0,outport,1,"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",-1,outport,1,"Bus
Creator2","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator2",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",-1,outport,10,"Bus
Creator4","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator4",-1,inport,1,pc
"Demux","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux",-1,outport,19,"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",-1,inport,3,pc
"mechanic","untitled1/Asynchronous Machine
SI Units2/Measurements/mechanic",0,outport,1,"Demux1","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux1",-1,inport,1,pc
"Demux1","untitled1/Asynchronous Machine
SI Units2/Measurements/Demux1",-1,outport,1,"Bus
Creator3","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator3",-1,inport,1,pc
"Bus
Creator5","untitled1/Asynchronous Machine
SI Units2/Measurements/Bus
Creator5",0,outport,1,"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements/Measurements",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units2/Electrical model",3,outport,4,"Mechanical model","untitled1/Asynchronous Machine
SI Units2/Mechanical model",-1,inport,1,pc
"mec","untitled1/Asynchronous Machine
SI Units2/mec",0,outport,1,"Mechanical model","untitled1/Asynchronous Machine
SI Units2/Mechanical model",-1,inport,2,pc
"Mechanical model","untitled1/Asynchronous Machine
SI Units2/Mechanical model",-1,outport,1,"Electrical model","untitled1/Asynchronous Machine
SI Units2/Electrical model",-1,inport,2,pc
"Mechanical model","untitled1/Asynchronous Machine
SI Units2/Mechanical model",-1,outport,2,"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements",-1,inport,2,pc
"Te","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Te",-1,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,inport,2,pc
"Te","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Te",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,inport,2,pc
"input","untitled1/Asynchronous Machine
SI Units2/Mechanical model/input",-1,outport,1,"1_Tb2","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_Tb2",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor angle thetam",0,outport,1,"1\p","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1\p",-1,inport,1,pc
"1\p","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1\p",-1,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,inport,3,pc
"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",0,outport,1,"1_2H","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_2H",-1,inport,1,pc
"1_2H","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_2H",-1,outport,1,"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",-1,inport,1,pc
"input","untitled1/Asynchronous Machine
SI Units2/Mechanical model/input",0,outport,1,"1_Tb2","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_Tb2",-1,inport,1,pc
"1_Tb2","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_Tb2",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",0,outport,1,"F","untitled1/Asynchronous Machine
SI Units2/Mechanical model/F",-1,inport,1,pc
"F","untitled1/Asynchronous Machine
SI Units2/Mechanical model/F",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,inport,3,pc
"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",0,outport,1,"Gain","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Gain",-1,inport,1,pc
"Gain","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Gain",-1,outport,1,"m","untitled1/Asynchronous Machine
SI Units2/Mechanical model/m",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor angle thetam",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux3",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux3",-1,inport,2,pc
"Mux3","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux3",-1,outport,1,"thr,wr","untitled1/Asynchronous Machine
SI Units2/Mechanical model/thr,wr",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",0,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,inport,1,pc
"Te","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Te",0,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,inport,2,pc
"1\p","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1\p",0,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,inport,3,pc
"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,outport,1,"Gain","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Gain",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units2/Mechanical model/web_psb",0,outport,1,"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor angle thetam",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor angle thetam",-1,outport,1,"1\p","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1\p",-1,inport,1,pc
"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor angle thetam",-1,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux3",-1,inport,1,pc
"1_2H","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_2H",0,outport,1,"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",-1,outport,1,"F","untitled1/Asynchronous Machine
SI Units2/Mechanical model/F",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",-1,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux3",-1,inport,2,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",-1,outport,1,"Mux4","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux4",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",-1,outport,1,"web_psb","untitled1/Asynchronous Machine
SI Units2/Mechanical model/web_psb",-1,inport,1,pc
"1_Tb2","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_Tb2",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,inport,1,pc
"Te","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Te",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,inport,2,pc
"F","untitled1/Asynchronous Machine
SI Units2/Mechanical model/F",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,inport,3,pc
"Sum","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Sum",-1,outport,1,"1_2H","untitled1/Asynchronous Machine
SI Units2/Mechanical model/1_2H",-1,inport,1,pc
"Rotor speed (wm)","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor speed (wm)",0,outport,1,"web_psb","untitled1/Asynchronous Machine
SI Units2/Mechanical model/web_psb",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units2/Mechanical model/web_psb",-1,outport,1,"Rotor angle thetam","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Rotor angle thetam",-1,inport,1,pc
"Mux3","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Mux3",0,outport,1,"thr,wr","untitled1/Asynchronous Machine
SI Units2/Mechanical model/thr,wr",-1,inport,1,pc
"Gain","untitled1/Asynchronous Machine
SI Units2/Mechanical model/Gain",0,outport,1,"m","untitled1/Asynchronous Machine
SI Units2/Mechanical model/m",-1,inport,1,pc
"A","untitled1/Asynchronous Machine
SI Units2/A",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units2/ASM",-1,,-1,pc
"B","untitled1/Asynchronous Machine
SI Units2/B",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units2/ASM",-1,,-1,pc
"C","untitled1/Asynchronous Machine
SI Units2/C",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units2/ASM",-1,,-1,pc
"a","untitled1/Asynchronous Machine
SI Units2/a",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units2/ASM",-1,,-1,pc
"b","untitled1/Asynchronous Machine
SI Units2/b",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units2/ASM",-1,,-1,pc
"c","untitled1/Asynchronous Machine
SI Units2/c",-1,rconn,1,"ASM","untitled1/Asynchronous Machine
SI Units2/ASM",-1,,-1,pc
"Measurements","untitled1/Asynchronous Machine
SI Units2/Measurements",0,outport,1,"m","untitled1/Asynchronous Machine
SI Units2/m",-1,inport,1,pc
"Rate Limiter","untitled1/Rate Limiter",0,outport,1,"Asynchronous Machine
SI Units3","untitled1/Asynchronous Machine
SI Units3",-1,inport,1,pc
"Asynchronous Machine
SI Units3","untitled1/Asynchronous Machine
SI Units3",-1,lconn,1,"Universal Bridge1","untitled1/Universal Bridge1",-1,,-1,pc
"Asynchronous Machine
SI Units3","untitled1/Asynchronous Machine
SI Units3",-1,lconn,1,"Asynchronous Machine
SI Units2","untitled1/Asynchronous Machine
SI Units2",-1,,-1,pc
"mec","untitled1/Asynchronous Machine
SI Units3/mec",-1,outport,1,"Mechanical model","untitled1/Asynchronous Machine
SI Units3/Mechanical model",-1,inport,2,pc
